"","bResult","blueTop"
"1123",1,"sOAZ"
"1124",1,"Cabochard"
"1125",0,"Vizicsacsi"
"1126",1,"Wunder"
"1127",0,"Smittyj"
"1128",0,"Vizicsacsi"
"1129",1,"Expect"
"1130",0,"Wunder"
"1131",1,"Gamsu"
"1132",1,"Smittyj"
"1133",0,"sOAZ"
"1134",1,"Gamsu"
"1135",0,"Steve"
"1136",1,"Odoamne"
"1137",1,"Expect"
"1138",0,"Parang"
"1139",1,"Steve"
"1140",0,"Cabochard"
"1141",1,"Odoamne"
"1142",0,"Steve"
"1143",0,"Expect"
"1144",1,"Gamsu"
"1145",1,"sOAZ"
"1146",1,"Wunder"
"1147",1,"Odoamne"
"1148",0,"Smittyj"
"1149",1,"Steve"
"1150",0,"Cabochard"
"1151",0,"Expect"
"1152",1,"Wunder"
"1153",1,"sOAZ"
"1154",1,"Cabochard"
"1155",1,"Smittyj"
"1156",0,"Parang"
"1157",0,"Vizicsacsi"
"1158",0,"Parang"
"1159",1,"Gamsu"
"1160",0,"Odoamne"
"1161",1,"Vizicsacsi"
"1162",0,"Wunder"
"1163",0,"Vizicsacsi"
"1164",1,"Cabochard"
"1165",1,"Steve"
"1166",0,"Gamsu"
"1167",1,"Expect"
"1168",1,"Parang"
"1169",1,"Odoamne"
"1170",0,"Cabochard"
"1171",1,"Wunder"
"1172",1,"Smittyj"
"1173",0,"Gamsu"
"1174",0,"Parang"
"1175",1,"Smittyj"
"1176",0,"Odoamne"
"1177",0,"sOAZ"
"1178",1,"Vizicsacsi"
"1179",1,"Steve"
"1180",0,"Expect"
"1181",0,"sOAZ"
"1182",1,"Gamsu"
"1183",0,"Cabochard"
"1184",0,"Parang"
"1185",1,"Wunder"
"1186",0,"Steve"
"1187",1,"Odoamne"
"1188",0,"sOAZ"
"1189",1,"Cabochard"
"1190",1,"Expect"
"1191",0,"Parang"
"1192",0,"Steve"
"1193",1,"Wunder"
"1194",0,"sOAZ"
"1195",1,"Vizicsacsi"
"1196",0,"Expect"
"1197",0,"Smittyj"
"1198",0,"Vizicsacsi"
"1199",0,"Gamsu"
"1200",1,"Smittyj"
"1201",0,"Odoamne"
"1202",1,"Vizicsacsi"
"1203",0,"Smittyj"
"1204",0,"Parang"
"1205",1,"Cabochard"
"1206",1,"Kikis"
"1207",0,"Odoamne"
"1208",0,"Vizicsacsi"
"1209",0,"Cabochard"
"1210",1,"Expect"
"1211",0,"Odoamne"
"1212",1,"sOAZ"
"1213",0,"Parang"
"1214",0,"Expect"
"1215",0,"Wunder"
"1216",1,"sOAZ"
"1217",1,"Steve"
"1218",0,"Smittyj"
"1219",1,"Wunder"
"1220",1,"Steve"
"1221",1,"Kikis"
"1222",0,"Kikis"
"1223",1,"Wunder"
"1224",0,"sOAZ"
"1225",1,"Smittyj"
"1226",0,"Steve"
"1227",1,"Parang"
"1228",0,"Odoamne"
"1229",1,"Wunder"
"1230",1,"Expect"
"1231",0,"Steve"
"1232",1,"sOAZ"
"1233",1,"Kikis"
"1234",1,"Odoamne"
"1235",0,"Cabochard"
"1236",1,"Expect"
"1237",0,"Vizicsacsi"
"1238",1,"Smittyj"
"1239",0,"Cabochard"
"1240",1,"Vizicsacsi"
"1241",0,"Parang"
"1242",1,"Expect"
"1243",1,"Cabochard"
"1244",0,"sOAZ"
"1245",1,"Wunder"
"1246",0,"Vizicsacsi"
"1247",1,"Odoamne"
"1248",1,"SmittyJ"
"1249",0,"Parang"
"1250",1,"Vizicsacsi"
"1251",0,"Wunder"
"1252",1,"Expect"
"1253",0,"Kikis"
"1254",1,"Kikis"
"1255",1,"Parang"
"1256",0,"Steve"
"1257",0,"SmittyJ"
"1258",0,"Steve"
"1259",0,"Cabochard"
"1260",0,"sOAZ"
"1261",1,"Odoamne"
"1262",1,"Cabochard"
"1263",1,"Odoamne"
"1264",0,"Cabochard"
"1265",1,"Gamsu"
"1266",1,"Cabochard"
"1267",1,"Gamsu"
"1268",1,"sOAZ"
"1269",1,"sOAZ"
"1270",0,"Vizicsacsi"
"1271",0,"sOAZ"
"1272",0,"Odoamne"
"1273",1,"Odoamne"
"1274",0,"Odoamne"
"1275",1,"sOAZ"
"1276",1,"Kikis"
"1277",1,"Gamsu"
"1278",0,"Gamsu"
"1279",0,"Gamsu"
"1280",0,"Odoamne"
"1281",0,"Odoamne"
"1282",1,"Odoamne"
"1283",1,"Odoamne"
"1284",0,"Odoamne"
"1285",0,"sOAZ"
"1286",1,"sOAZ"
"1287",0,"sOAZ"
"1288",0,"sOAZ"
"1289",0,"Smittyj"
"1290",0,"Vizicsacsi"
"1291",1,"Vizicsacsi"
"1292",1,"Vizicsacsi"
"1293",1,"Odoamne"
"1294",0,"Kikis"
"1295",1,"Odoamne"
"1296",1,"Odoamne"
"1297",0,"Odoamne"
"1298",1,"Odoamne"
"1299",0,"Odoamne"
"1300",0,"Odoamne"
"1301",1,"Expect"
"1302",1,"Vizicsacsi"
"1303",0,"Vizicsacsi"
"1304",1,"Expect"
"1305",0,"Vizicsacsi"
"1306",1,"Vizicsacsi"
"1307",0,"Vizicsacsi"
"1308",0,"Vizicsacsi"
"1309",0,"Wunder"
"1310",0,"Expect"
"1311",1,"Expect"
"1312",1,"Expect"
"1313",0,"Smittyj"
"1314",0,"Smittyj"
"1315",0,"Smittyj"
"1316",0,"Kikis"
"1317",0,"Kikis"
"1318",1,"Vizicsacsi"
"1319",0,"Vizicsacsi"
"1320",1,"Vizicsacsi"
"1321",1,"Wunder"
"1322",1,"Vizicsacsi"
"1323",1,"Wunder"
"1324",0,"Satorius"
"1325",1,"Odoamne"
"1326",1,"Expect"
"1327",1,"sOAZ"
"1328",1,"Expect"
"1329",0,"Alphari"
"1330",1,"Alphari"
"1331",1,"Alphari"
"1332",0,"Cabochard"
"1333",1,"Vizicsacsi"
"1334",0,"Phaxi"
"1335",1,"Expect"
"1336",1,"Odoamne"
"1337",0,"Wunder"
"1338",0,"Satorius"
"1339",0,"Satorius"
"1340",1,"Alphari"
"1341",0,"Phaxi"
"1342",1,"Wunder"
"1343",1,"Wunder"
"1344",1,"Flaxxish"
"1345",1,"sOAZ"
"1346",0,"Flaxxish"
"1347",0,"Odoamne"
"1348",1,"Odoamne"
"1349",1,"Vizicsacsi"
"1350",1,"Alphari"
"1351",1,"Expect"
"1352",0,"Alphari"
"1353",1,"Cabochard"
"1354",0,"Satorius"
"1355",1,"Flaxxish"
"1356",1,"Phaxi"
"1357",1,"Flaxxish"
"1358",1,"Wunder"
"1359",1,"Vizicsacsi"
"1360",0,"Wunder"
"1361",0,"sOAZ"
"1362",1,"Alphari"
"1363",1,"Cabochard"
"1364",1,"Odoamne"
"1365",0,"Cabochard"
"1366",0,"Flaxxish"
"1367",1,"Expect"
"1368",0,"Satorius"
"1369",1,"Wunder"
"1370",0,"Phaxi"
"1371",1,"Phaxi"
"1372",0,"Phaxi"
"1373",1,"Vizicsacsi"
"1374",0,"Flaxxish"
"1375",1,"Expect"
"1376",1,"Odoamne"
"1377",1,"Expect"
"1378",1,"Alphari"
"1379",1,"Alphari"
"1380",1,"sOAZ"
"1381",1,"Cabochard"
"1382",1,"sOAZ"
"1383",0,"Phaxi"
"1384",1,"Odoamne"
"1385",1,"Expect"
"1386",1,"Expect"
"1387",1,"Expect"
"1388",1,"Expect"
"1389",1,"sOAZ"
"1390",1,"Wunder"
"1391",0,"sOAZ"
"1392",0,"Cabochard"
"1393",1,"Alphari"
"1394",1,"Odoamne"
"1395",0,"Flaxxish"
"1396",1,"Wunder"
"1397",0,"Phaxi"
"1398",0,"Satorius"
"1399",1,"sOAZ"
"1400",0,"Vizicsacsi"
"1401",0,"Alphari"
"1402",1,"Alphari"
"1403",1,"Odoamne"
"1404",1,"Odoamne"
"1405",0,"Cabochard"
"1406",1,"Expect"
"1407",0,"Flaxxish"
"1408",1,"Wunder"
"1409",1,"Alphari"
"1410",0,"Satorius"
"1411",0,"Phaxi"
"1412",1,"Vizicsacsi"
"1413",0,"Untara"
"1414",1,"Duke"
"1415",0,"ikssu"
"1416",1,"Ssumday"
"1417",1,"Expession"
"1418",0,"SoHwan"
"1419",1,"CuVee"
"1420",0,"Hipo"
"1421",1,"Ssumday"
"1422",0,"SoaR"
"1423",1,"Smeb"
"1424",0,"Untara"
"1425",0,"ikssu"
"1426",1,"CuVee"
"1427",1,"TrAce"
"1428",0,"Duke"
"1429",0,"CuVee"
"1430",0,"Expession"
"1431",1,"CuVee"
"1432",0,"Hipo"
"1433",1,"TrAce"
"1434",0,"Ssumday"
"1435",0,"Smeb"
"1436",0,"Ssumday"
"1437",1,"SoaR"
"1438",1,"Untara"
"1439",0,"SoaR"
"1440",0,"CuVee"
"1441",1,"Duke"
"1442",0,"ikssu"
"1443",0,"TrAce"
"1444",0,"ikssu"
"1445",1,"SoaR"
"1446",1,"Hipo"
"1447",0,"SoaR"
"1448",0,"Flame"
"1449",1,"Smeb"
"1450",1,"ikssu"
"1451",0,"Soul"
"1452",0,"Smeb"
"1453",0,"Duke"
"1454",1,"Smeb"
"1455",1,"TrAce"
"1456",0,"Untara"
"1457",1,"Ssumday"
"1458",0,"CuVee"
"1459",1,"Duke"
"1460",1,"Hipo"
"1461",1,"Duke"
"1462",1,"Expession"
"1463",0,"ikssu"
"1464",1,"Smeb"
"1465",0,"CuVee"
"1466",1,"TrAce"
"1467",0,"Soul"
"1468",0,"Hipo"
"1469",1,"Ssumday"
"1470",1,"Untara"
"1471",1,"Flame"
"1472",1,"Untara"
"1473",0,"ikssu"
"1474",0,"Smeb"
"1475",0,"ikssu"
"1476",0,"SoaR"
"1477",1,"Duke"
"1478",0,"TrAce"
"1479",0,"CuVee"
"1480",0,"TrAce"
"1481",0,"Hipo"
"1482",1,"Flame"
"1483",0,"Expession"
"1484",0,"Soul"
"1485",1,"Expession"
"1486",1,"Smeb"
"1487",0,"Roach"
"1488",1,"Untara"
"1489",1,"ikssu"
"1490",1,"Untara"
"1491",1,"Duke"
"1492",0,"Ssumday"
"1493",0,"Ssumday"
"1494",0,"TrAce"
"1495",0,"Ssumday"
"1496",1,"CuVee"
"1497",1,"Untara"
"1498",1,"CuVee"
"1499",0,"Duke"
"1500",1,"Expession"
"1501",0,"Roach"
"1502",1,"ikssu"
"1503",1,"Ssumday"
"1504",1,"Untara"
"1505",1,"Ssumday"
"1506",0,"TrAce"
"1507",1,"Smeb"
"1508",1,"Duke"
"1509",1,"ikssu"
"1510",0,"Duke"
"1511",0,"Soul"
"1512",1,"CuVee"
"1513",1,"Smeb"
"1514",0,"Soul"
"1515",1,"Flame"
"1516",1,"Ssumday"
"1517",0,"Expession"
"1518",1,"Untara"
"1519",1,"Roach"
"1520",1,"Untara"
"1521",0,"Soul"
"1522",1,"TrAce"
"1523",1,"Hipo"
"1524",1,"Untara"
"1525",0,"Hipo"
"1526",0,"CuVee"
"1527",1,"Ssumday"
"1528",1,"Smeb"
"1529",0,"Expession"
"1530",1,"Untara"
"1531",1,"Soul"
"1532",1,"Untara"
"1533",1,"Flame"
"1534",0,"Hipo"
"1535",1,"TrAce"
"1536",0,"Ssumday"
"1537",1,"Untara"
"1538",0,"CuVee"
"1539",0,"Soul"
"1540",1,"Smeb"
"1541",1,"ikssu"
"1542",1,"Duke"
"1543",0,"ikssu"
"1544",1,"TrAce"
"1545",0,"Hipo"
"1546",1,"Ssumday"
"1547",0,"Flame"
"1548",0,"CuVee"
"1549",0,"Smeb"
"1550",1,"CuVee"
"1551",1,"Duke"
"1552",0,"TrAce"
"1553",0,"ikssu"
"1554",0,"Hipo"
"1555",1,"ikssu"
"1556",0,"Flame"
"1557",0,"Untara"
"1558",0,"Flame"
"1559",0,"Soul"
"1560",1,"Ssumday"
"1561",0,"Duke"
"1562",1,"Smeb"
"1563",1,"CuVee"
"1564",1,"ikssu"
"1565",0,"CuVee"
"1566",0,"Hipo"
"1567",1,"Soul"
"1568",1,"Untara"
"1569",1,"TrAce"
"1570",0,"Untara"
"1571",1,"CuVee"
"1572",0,"Soul"
"1573",0,"Untara"
"1574",1,"Smeb"
"1575",1,"Ssumday"
"1576",1,"ikssu"
"1577",0,"Ssumday"
"1578",0,"Expession"
"1579",1,"Duke"
"1580",0,"Hipo"
"1581",1,"Smeb"
"1582",1,"CuVee"
"1583",1,"TrAce"
"1584",1,"CuVee"
"1585",1,"Duke"
"1586",0,"Untara"
"1587",0,"Soul"
"1588",0,"ikssu"
"1589",0,"Soul"
"1590",0,"Smeb"
"1591",0,"Ssumday"
"1592",0,"Smeb"
"1593",1,"Expession"
"1594",0,"CuVee"
"1595",0,"TrAce"
"1596",1,"ikssu"
"1597",0,"Hipo"
"1598",1,"Duke"
"1599",1,"Soul"
"1600",0,"Expession"
"1601",0,"Untara"
"1602",1,"Ssumday"
"1603",0,"Duke"
"1604",0,"CuVee"
"1605",1,"Duke"
"1606",1,"Smeb"
"1607",0,"ikssu"
"1608",1,"ikssu"
"1609",1,"Expession"
"1610",1,"ikssu"
"1611",1,"Ssumday"
"1612",0,"Duke"
"1613",1,"Smeb"
"1614",0,"TrAce"
"1615",0,"Hipo"
"1616",0,"CuVee"
"1617",0,"Hipo"
"1618",1,"ikssu"
"1619",0,"Untara"
"1620",1,"Duke"
"1621",0,"Soul"
"1622",1,"Ssumday"
"1623",1,"Hipo"
"1624",1,"Ssumday"
"1625",1,"TrAce"
"1626",1,"Expession"
"1627",0,"TrAce"
"1628",1,"ikssu"
"1629",0,"Expession"
"1630",0,"Untara"
"1631",1,"Crazy"
"1632",0,"Smeb"
"1633",1,"CuVee"
"1634",0,"ADD"
"1635",1,"Ssumday"
"1636",1,"TrAce"
"1637",0,"Expession"
"1638",0,"Lindarang"
"1639",1,"CuVee"
"1640",0,"Crazy"
"1641",0,"TrAce"
"1642",0,"Crazy"
"1643",1,"Smeb"
"1644",1,"ADD"
"1645",1,"Smeb"
"1646",1,"Expession"
"1647",1,"Ssumday"
"1648",0,"Expession"
"1649",1,"Duke"
"1650",0,"Untara"
"1651",0,"Crazy"
"1652",1,"Smeb"
"1653",1,"CuVee"
"1654",0,"ADD"
"1655",0,"Ssumday"
"1656",1,"Duke"
"1657",0,"Untara"
"1658",1,"ikssu"
"1659",0,"Smeb"
"1660",1,"Duke"
"1661",1,"Expession"
"1662",1,"Untara"
"1663",0,"Expession"
"1664",1,"CuVee"
"1665",0,"TrAce"
"1666",0,"Ssumday"
"1667",0,"Smeb"
"1668",0,"Ssumday"
"1669",0,"Crazy"
"1670",1,"Expession"
"1671",0,"Untara"
"1672",1,"TrAce"
"1673",1,"Ssumday"
"1674",0,"ikssu"
"1675",1,"ADD"
"1676",0,"Crazy"
"1677",1,"Duke"
"1678",0,"CuVee"
"1679",1,"Duke"
"1680",0,"ADD"
"1681",1,"TrAce"
"1682",0,"ikssu"
"1683",0,"Smeb"
"1684",0,"Untara"
"1685",1,"Smeb"
"1686",0,"CuVee"
"1687",1,"Expession"
"1688",0,"Lindarang"
"1689",1,"Crazy"
"1690",1,"TrAce"
"1691",1,"Duke"
"1692",1,"TrAce"
"1693",1,"Smeb"
"1694",0,"Expession"
"1695",0,"Crazy"
"1696",1,"Ssumday"
"1697",0,"Untara"
"1698",0,"CuVee"
"1699",0,"Untara"
"1700",0,"TrAce"
"1701",1,"ADD"
"1702",0,"CuVee"
"1703",1,"Ssumday"
"1704",0,"Duke"
"1705",1,"ikssu"
"1706",1,"ADD"
"1707",0,"Untara"
"1708",0,"TrAce"
"1709",1,"Smeb"
"1710",1,"Crazy"
"1711",1,"CuVee"
"1712",0,"Crazy"
"1713",0,"Expession"
"1714",1,"Duke"
"1715",0,"Untara"
"1716",0,"Ssumday"
"1717",0,"Shy"
"1718",1,"Smeb"
"1719",0,"ikssu"
"1720",1,"ADD"
"1721",0,"Expession"
"1722",0,"Lindarang"
"1723",0,"Ssumday"
"1724",1,"Lindarang"
"1725",0,"Expession"
"1726",1,"ADD"
"1727",1,"CuVee"
"1728",0,"Crazy"
"1729",0,"TrAce"
"1730",1,"Shy"
"1731",1,"Duke"
"1732",0,"Smeb"
"1733",0,"Expession"
"1734",1,"CuVee"
"1735",1,"Shy"
"1736",1,"ADD"
"1737",0,"Shy"
"1738",0,"Duke"
"1739",0,"Ssumday"
"1740",1,"Duke"
"1741",1,"Smeb"
"1742",1,"TrAce"
"1743",1,"Smeb"
"1744",0,"ADD"
"1745",1,"Duke"
"1746",0,"TrAce"
"1747",1,"CuVee"
"1748",1,"Smeb"
"1749",0,"Ssumday"
"1750",1,"Crazy"
"1751",1,"ikssu"
"1752",1,"Crazy"
"1753",0,"Shy"
"1754",1,"Expession"
"1755",0,"TrAce"
"1756",0,"Ssumday"
"1757",0,"TrAce"
"1758",0,"ADD"
"1759",1,"ikssu"
"1760",0,"CuVee"
"1761",1,"Smeb"
"1762",1,"Expession"
"1763",1,"Crazy"
"1764",1,"Expession"
"1765",0,"Expession"
"1766",1,"Smeb"
"1767",1,"Ssumday"
"1768",0,"ADD"
"1769",0,"CuVee"
"1770",1,"Duke"
"1771",0,"Lindarang"
"1772",0,"Untara"
"1773",1,"ikssu"
"1774",1,"Smeb"
"1775",0,"Crazy"
"1776",1,"Expession"
"1777",1,"TrAce"
"1778",1,"Expession"
"1779",1,"CuVee"
"1780",0,"Untara"
"1781",1,"ikssu"
"1782",0,"Duke"
"1783",0,"Crazy"
"1784",0,"ADD"
"1785",1,"Crazy"
"1786",0,"Shy"
"1787",0,"Duke"
"1788",0,"Shy"
"1789",1,"ikssu"
"1790",1,"TrAce"
"1791",0,"ikssu"
"1792",1,"Ssumday"
"1793",0,"Expession"
"1794",0,"Crazy"
"1795",1,"Duke"
"1796",1,"ADD"
"1797",0,"TrAce"
"1798",1,"Expession"
"1799",1,"ikssu"
"1800",1,"Expession"
"1801",1,"Ssumday"
"1802",1,"Crazy"
"1803",1,"Ssumday"
"1804",1,"ADD"
"1805",1,"Helper"
"1806",0,"ADD"
"1807",0,"Untara"
"1808",1,"Smeb"
"1809",0,"Helper"
"1810",0,"ikssu"
"1811",1,"CuVee"
"1812",1,"Crazy"
"1813",1,"Shy"
"1814",0,"Crazy"
"1815",1,"Duke"
"1816",1,"TrAce"
"1817",1,"Duke"
"1818",0,"ADD"
"1819",1,"Smeb"
"1820",1,"Ssumday"
"1821",0,"Untara"
"1822",0,"Lindarang"
"1823",1,"Smeb"
"1824",0,"Duke"
"1825",1,"Expession"
"1826",1,"TrAce"
"1827",1,"Crazy"
"1828",1,"TrAce"
"1829",1,"Ssumday"
"1830",0,"CuVee"
"1831",1,"TrAce"
"1832",0,"ikssu"
"1833",0,"TrAce"
"1834",1,"TrAce"
"1835",1,"Duke"
"1836",0,"Ssumday"
"1837",1,"Duke"
"1838",1,"Duke"
"1839",1,"Smeb"
"1840",1,"Duke"
"1841",0,"Smeb"
"1842",1,"CuVee"
"1843",1,"CuVee"
"1844",1,"Ssumday"
"1845",0,"Helper"
"1846",1,"Ssumday"
"1847",0,"Ssumday"
"1848",0,"Ssumday"
"1849",1,"Ssumday"
"1850",1,"Ssumday"
"1851",0,"Duke"
"1852",1,"Smeb"
"1853",1,"Ssumday"
"1854",1,"Smeb"
"1855",1,"Ssumday"
"1856",1,"Smeb"
"1857",0,"Lindarang"
"1858",1,"TrAce"
"1859",1,"ikssu"
"1860",0,"TrAce"
"1861",1,"ikssu"
"1862",0,"CuVee"
"1863",1,"CuVee"
"1864",1,"CuVee"
"1865",0,"ikssu"
"1866",0,"Ssumday"
"1867",1,"Ssumday"
"1868",1,"Ssumday"
"1869",1,"CuVee"
"1870",0,"Ssumday"
"1871",0,"Lindarang"
"1872",1,"Smeb"
"1873",1,"Expession"
"1874",1,"CuVee"
"1875",0,"Expession"
"1876",0,"ikssu"
"1877",1,"Huni"
"1878",1,"ADD"
"1879",1,"Crazy"
"1880",0,"ADD"
"1881",1,"MaRin"
"1882",1,"CuVee"
"1883",1,"MaRin"
"1884",0,"Shy"
"1885",0,"Roach"
"1886",1,"Shy"
"1887",0,"Crazy"
"1888",1,"Smeb"
"1889",0,"Expession"
"1890",0,"ikssu"
"1891",1,"Expession"
"1892",1,"ADD"
"1893",1,"MaRin"
"1894",1,"ADD"
"1895",0,"Roach"
"1896",1,"Huni"
"1897",1,"Huni"
"1898",0,"Shy"
"1899",1,"CuVee"
"1900",0,"ADD"
"1901",0,"Expession"
"1902",1,"Smeb"
"1903",1,"Crazy"
"1904",0,"ikssu"
"1905",0,"Roach"
"1906",1,"Expession"
"1907",1,"Smeb"
"1908",1,"MaRin"
"1909",1,"Smeb"
"1910",1,"Crazy"
"1911",0,"Roach"
"1912",0,"MaRin"
"1913",1,"ikssu"
"1914",1,"CuVee"
"1915",1,"Lindarang"
"1916",1,"CuVee"
"1917",1,"Huni"
"1918",0,"ADD"
"1919",0,"MaRin"
"1920",0,"Shy"
"1921",1,"MaRin"
"1922",1,"CuVee"
"1923",0,"Roach"
"1924",0,"Crazy"
"1925",1,"Expession"
"1926",1,"Smeb"
"1927",0,"SoHwan"
"1928",1,"ADD"
"1929",1,"Roach"
"1930",1,"ADD"
"1931",1,"MaRin"
"1932",0,"Huni"
"1933",1,"Smeb"
"1934",0,"CuVee"
"1935",1,"Lindarang"
"1936",1,"Expession"
"1937",0,"Lindarang"
"1938",1,"Huni"
"1939",0,"Crazy"
"1940",1,"ikssu"
"1941",0,"ikssu"
"1942",1,"ADD"
"1943",0,"Smeb"
"1944",1,"Expession"
"1945",1,"Huni"
"1946",0,"Expession"
"1947",1,"Roach"
"1948",1,"SoHwan"
"1949",1,"Roach"
"1950",1,"Crazy"
"1951",0,"MaRin"
"1952",1,"Huni"
"1953",0,"CuVee"
"1954",0,"Lindarang"
"1955",1,"ADD"
"1956",1,"Expession"
"1957",0,"MaRin"
"1958",0,"Roach"
"1959",1,"Smeb"
"1960",0,"ikssu"
"1961",1,"Shy"
"1962",1,"Crazy"
"1963",1,"Shy"
"1964",1,"ADD"
"1965",1,"Expession"
"1966",0,"ADD"
"1967",0,"Roach"
"1968",1,"MaRin"
"1969",0,"ikssu"
"1970",1,"Lindarang"
"1971",0,"CuVee"
"1972",0,"Crazy"
"1973",1,"CuVee"
"1974",0,"Smeb"
"1975",0,"Huni"
"1976",0,"Smeb"
"1977",0,"Expession"
"1978",1,"ADD"
"1979",0,"Crazy"
"1980",1,"CuVee"
"1981",1,"Lindarang"
"1982",1,"SoHwan"
"1983",1,"Lindarang"
"1984",1,"Huni"
"1985",1,"Smeb"
"1986",1,"Profit"
"1987",1,"MaRin"
"1988",1,"Roach"
"1989",1,"MaRin"
"1990",1,"Huni"
"1991",0,"ikssu"
"1992",0,"Crazy"
"1993",1,"ADD"
"1994",1,"Ziv"
"1995",0,"HanShao"
"1996",1,"Morning"
"1997",0,"S CCB"
"1998",0,"MapleSnow"
"1999",0,"LOFS"
"2000",0,"Ziv"
"2001",1,"Ziv"
"2002",0,"LOFS"
"2003",0,"MapleSnow"
"2004",0,"ArJuan"
"2005",0,"S CCB"
"2006",0,"Stanley"
"2007",0,"ArJuan"
"2008",1,"MapleSnow"
"2009",1,"Morning"
"2010",1,"LOFS"
"2011",0,"ArJuan"
"2012",0,"LOFS"
"2013",1,"Ziv"
"2014",0,"S Achie"
"2015",1,"Steak"
"2016",1,"Steak"
"2017",0,"Stanley"
"2018",0,"MapleSnow"
"2019",1,"LOFS"
"2020",0,"ArJuan"
"2021",0,"ArJuan"
"2022",1,"Morning"
"2023",1,"Morning"
"2024",1,"Ziv"
"2025",1,"Stanley"
"2026",0,"MapleSnow"
"2027",1,"Stanley"
"2028",1,"Steak"
"2029",1,"Steak"
"2030",1,"S Achie"
"2031",1,"Stanley"
"2032",1,"Stanley"
"2033",0,"ArJuan"
"2034",1,"Morning"
"2035",1,"Morning"
"2036",0,"S Achie"
"2037",1,"S Achie"
"2038",1,"LOFS"
"2039",1,"Steak"
"2040",1,"Steak"
"2041",0,"MapleSnow"
"2042",1,"LOFS"
"2043",1,"Steak"
"2044",1,"Stanley"
"2045",1,"LOFS"
"2046",1,"Lat"
"2047",0,"Zonda"
"2048",0,"Stanley"
"2049",0,"Morning"
"2050",1,"Steak"
"2051",0,"BoBo"
"2052",1,"Ziv"
"2053",0,"LOFS"
"2054",1,"Morning"
"2055",0,"Lat"
"2056",1,"MMD"
"2057",1,"BoBo"
"2058",0,"Zonda"
"2059",1,"Ziv"
"2060",0,"Stanley"
"2061",1,"Lat"
"2062",1,"Morning"
"2063",0,"LOFS"
"2064",0,"MMD"
"2065",1,"Ziv"
"2066",0,"Zonda"
"2067",1,"BoBo"
"2068",1,"Stanley"
"2069",0,"Steak"
"2070",0,"Stanley"
"2071",0,"Lat"
"2072",1,"Ziv"
"2073",0,"Morning"
"2074",1,"MapleSnow"
"2075",1,"LOFS"
"2076",0,"BoBo"
"2077",0,"LOFS"
"2078",1,"Ziv"
"2079",1,"Lat"
"2080",1,"BoBo"
"2081",1,"Yue"
"2082",1,"Steak"
"2083",0,"MapleSnow"
"2084",1,"LOFS"
"2085",1,"MapleSnow"
"2086",0,"Lat"
"2087",1,"Stanley"
"2088",1,"Yue"
"2089",1,"BoBo"
"2090",0,"MMD"
"2091",1,"Ziv"
"2092",0,"LOFS"
"2093",0,"Stanley"
"2094",0,"Morning"
"2095",1,"Ziv"
"2096",1,"MMD"
"2097",0,"BoBo"
"2098",0,"Lat"
"2099",1,"MapleSnow"
"2100",0,"Lat"
"2101",1,"LOFS"
"2102",1,"Steak"
"2103",0,"Morning"
"2104",1,"Stanley"
"2105",0,"MapleSnow"
"2106",0,"Ziv"
"2107",0,"BoBo"
"2108",0,"Morning"
"2109",1,"LOFS"
"2110",1,"Steak"
"2111",0,"Lat"
"2112",0,"MapleSnow"
"2113",1,"BoBo"
"2114",1,"Stanley"
"2115",1,"Ziv"
"2116",1,"Steak"
"2117",0,"LOFS"
"2118",1,"Morning"
"2119",0,"Lat"
"2120",1,"Stanley"
"2121",0,"BoBo"
"2122",0,"MapleSnow"
"2123",1,"Ziv"
"2124",1,"Stanley"
"2125",0,"Lat"
"2126",1,"BoBo"
"2127",1,"LOFS"
"2128",0,"MapleSnow"
"2129",1,"Morning"
"2130",1,"Stanley"
"2131",1,"Steak"
"2132",1,"Ziv"
"2133",0,"LOFS"
"2134",1,"BoBo"
"2135",1,"Lat"
"2136",1,"Stanley"
"2137",0,"Morning"
"2138",0,"Achie"
"2139",1,"Steak"
"2140",1,"MapleSnow"
"2141",1,"LOFS"
"2142",1,"Ziv"
"2143",0,"Lat"
"2144",0,"BoBo"
"2145",0,"Morning"
"2146",1,"Ziv"
"2147",0,"Steak"
"2148",0,"Stanley"
"2149",0,"LOFS"
"2150",0,"MapleSnow"
"2151",1,"Lat"
"2152",0,"Ziv"
"2153",0,"Morning"
"2154",0,"BoBo"
"2155",1,"MMD"
"2156",0,"Stanley"
"2157",1,"Ziv"
"2158",0,"Stanley"
"2159",1,"Ziv"
"2160",0,"Morning"
"2161",1,"Ziv"
"2162",0,"Ziv"
"2163",0,"Steak"
"2164",1,"Ziv"
"2165",0,"Steak"
"2166",0,"LOFS"
"2167",1,"May"
"2168",1,"LOFS"
"2169",1,"May"
"2170",0,"Steak"
"2171",0,"May"
"2172",0,"Steak"
"2173",1,"May"
"2174",0,"May"
"2175",1,"Ziv"
"2176",0,"May"
"2177",0,"May"
"2178",1,"Yue"
"2179",1,"May"
"2180",0,"Yue"
"2181",1,"May"
"2182",0,"LOFS"
"2183",1,"Steak"
"2184",0,"LOFS"
"2185",0,"Steak"
"2186",0,"May"
"2187",1,"Steak"
"2188",1,"May"
"2189",1,"Steak"
"2190",0,"MMD"
"2191",1,"Ziv"
"2192",1,"MapleSnow"
"2193",0,"AJun"
"2194",0,"Julian"
"2195",1,"MapleSnow"
"2196",0,"BoBo"
